             time             Te01             Te02             Te03             Te04             Te05             Te06             Te07             Te08             Te09             Te10             Te11             Te12             Te13             Te14             Te15             Te16             Te17             Te18             Te19             Te20             Te21             Te22             Te23             Te24             Te25             Te26             Te27             Te28             Te29             Te30             Te31             Te32             Te33             Te34             Te35             Te36             Te37             Te38             Te39             Te40             Te41             Te42             Te43             Te44             Te45             Te46             Te47             Te48             Te49             Te50             Te51             Te52             Te53             Te54             Te55             Te56             Te57             Te58             Te59             Te60             Te61             Te62             Te63             Te64             Te65             Te66             Te67             Te68             Te69             Te70             Te71             Te72             Te73             Te74             Te75             Te76             Te77             Te78             Te79             Te80             Te81             Te82             Te83             Te84             Te85             Te86             Te87             Te88             Te89             Te90             Te91             Te92             Te93             Te94             Te95             Te96
 60.143           1044.68506578412 1165.37412768458 1211.46727510794 1356.62237986614 1556.28695653186 1623.89557442522 1726.32150044739 1854.73309226463 2005.68902170196 2298.23194514607 2354.93118750069 2703.5751524834  1063.11535097982 1168.50812630047 1327.73754321044 1379.18627523608 1524.44428484561 1600.10551038447 1662.83835168681 1846.92094465093 2044.41267985125 2391.65172794513 2518.51504628823 2902.78434266525 187.933285807767 138.998999616608 62.1094877250883 119.783082604068 112.687716349344 -107.38266809289 125.202595581419 109.696412568124 208.052176000013 98.0404961648879 130.808326820462 230.901615216008 581.285344501278 -334.72817744775 179.348886894578 270.203687990057 286.495913452918 436.585780535584 482.59875313256  503.631356893127 585.692199572478 664.707360548855 776.786151101105 889.676743647447 5120.72180402983 4881.37277815397 5130.21754788896 5169.37658274002 5238.15060602273 4929.39746326103 4944.54641564904 5115.40161034578 4794.46857748094 4614.51885031269 4583.85798683935 4909.07326785686 4850.10847807606 4624.68756940304 4828.80808254444 4421.93926749041 4430.96878489051 4144.47594114898 4232.63456707639 4083.45579792419 3956.1022858398  3862.06404034321 3706.76101478771 3512.07590869981 3222.98944761542 3228.3027347345  3529.2756722488  3581.64962609709 3673.47547193201 3856.22220806716 3941.48585744798 4222.72724574907 4349.35557124071 4376.69785304686 4810.67325478729 4675.79990673484 3258.25960900408 3265.44738071192 3488.39094858388 3726.6090336675  3715.18704826673 3902.42100225136 3910.3476656801  4147.3009180557  4470.87751349332 4416.22058146014 4636.20390850322 4944.32741660024
 60.143005        1029.35033336948 1115.71634203507 1242.40841717118 1371.76137295744 1538.13426541307 1544.42838883102 1726.32150044739 1952.72566383768 1978.43774527603 2177.42036574097 2225.18291979737 2748.38571783984 1090.37467416021 1143.84694919165 1270.60262560791 1429.66636926889 1450.70370702143 1590.58103822042 1744.02573872936 1952.85410355259 2065.61407293926 2251.48164567622 2712.57892381837 3068.93676488767 109.068427199481 195.628223137316 210.216744508036 106.194241694445 103.672703168087 42.9530672371595 126.315509127079 124.520250881705 142.003870957802 130.720652318872 222.727689426277 209.735633576539 16.6081524737715 -478.18311063965 -68.980343643448 162.86250924955  258.373602530705 446.374713447434 511.554683475153 591.939323725616 632.62917907373  684.181177430966 736.382846319209 841.200826639005 5275.41663710445 5151.86928319783 5113.77237402057 5248.134179821   4996.41813641987 5008.96837509998 4872.93477098556 4989.83351205863 4997.08772475604 5003.77520807631 4714.11656450806 5053.68148796607 4719.55538228951 4494.13595802633 4865.44541479201 4332.6073042688  4620.97618020817 4211.7562827459  4179.21599000696 3993.36412978521 4166.89080988922 3903.44944671811 3597.07033526732 3579.32515298561 3294.00132696286 3178.60183138922 3381.98564751057 3535.84089555554 3767.93534431793 3848.178947532   3991.26492033759 4175.00340900126 4421.71081684898 4687.43982297465 4730.64359239716 4650.74936009734 3056.91093549213 3305.70064948787 3396.72340637569 3532.81555481383 3954.8286113867  4003.11101841853 4094.83415736503 4184.1055153105  4446.83242453735 4660.81146992168 4701.00124098042 4961.07342485162
 60.14301         1010.18171311197 1122.05555149785 1230.50797232888 1344.0065180679  1449.79142469088 1667.08432184453 1642.16933019834 1902.83854835436 1971.17085650531 2253.27885913968 2157.06522278675 2622.91602544236 1109.45621702405 1183.0148104435  1214.11695942651 1362.96055823458 1453.53984314451 1536.15576772425 1747.03282173309 1974.3478585847  2159.50561330658 2213.51891134854 2531.45270831345 2985.86040464394 167.797573413638 156.159368000069 31.0547438625441 115.756754820776 129.027441710939 5.36913340464494 99.6056179941603 148.238394445341 184.935271754747 161.585255015443 116.666892643941 144.313505839974 498.244590051695 621.63802103032  220.737099659034 296.113640344996 267.161833074879 440.501353700324 477.772758605652 492.592887356527 630.588467911746 625.759647546437 694.676227087445 836.923506571588 5262.78864476193 4997.96598150833 4924.65031957542 5198.0153911378  4942.49355708329 5122.29709538938 5046.13550061818 4944.98768446672 5045.20965629604 4691.03951139633 4952.92389380358 5129.79149312943 4593.21395307543 4511.27916720538 5239.14700872691 4515.73804696605 4461.36998669647 4366.50123267544 4436.88181944215 4142.12007454309 4197.43981189654 3918.34790202762 3601.77129880698 3614.63077022732 3114.979655067   3278.7627953421  3406.6393413137  3398.917599583   3583.34229349056 3763.72358980613 4049.97888657522 4012.18031048566 4381.51302201438 4278.04927731472 4615.0449499543  4706.03323782642 3292.22534798084 3366.43330063409 3579.43063931306 3759.22172867881 3934.7965643735  3982.24715378258 3992.13049521956 4282.89695202016 4344.64088819785 4438.86782963297 4624.33932575647 4984.79727723948
 60.143015        1021.68290866524 1165.37412768458 1184.09615028354 1328.02648121224 1434.05905299471 1668.81184643576 1786.43008866264 1911.74706280997 2067.45846332454 2213.94484457892 2267.35112164925 2619.92869088508 1067.20419954418 1220.00670891696 1280.34147617916 1411.63770923908 1513.09956724928 1616.43322440589 1762.06750264542 1912.93726378395 2204.93693224886 2242.72095983661 2458.13972885727 3024.9551974957  179.543407777174 176.75181529708  171.995501665622 117.26662773951  102.545824371112 -42.953067237159 90.1458698375091 109.696412568124 297.21739788503  68.9914607771977 -70.707204597962 115.450807608004 -66.432609895086 -239.09155531982 -124.16461197981 347.933516815668 286.495913452918 364.14779647988  417.447937475866 525.708380182203 612.221818343642 676.391666525761 724.6528571744   898.231383782283 5038.6386976762  4890.70011297265 4863.35357653823 4990.38140829265 5022.45092677266 5150.42834079775 4952.04057243344 4791.01769097512 4837.52510763096 4577.92218897689 5005.64759479847 4810.13067922158 4869.76132272837 4782.93153708214 4986.34892426831 4600.603739166   4605.77534736596 4295.85691506284 4286.05314414582 4188.21334340344 3858.34518108991 3810.74633042863 3626.05999299397 3475.08909113465 3219.11069522894 3203.26277162229 3356.6995069657  3636.01643132876 3655.08851900206 3797.62046830241 3811.29422249531 3921.78569106188 4345.33539921025 4636.47182033497 4523.15920209261 4706.89703523543 3234.34783702853 3335.00769666252 3505.97109656433 3739.77960400442 3650.26846460202 3954.12644681152 3996.88522990274 4021.39065288502 4394.23386123869 4515.86863929194 4794.09042299785 4701.50688997113
 60.14302         1159.69631935386 1197.07056191313 1273.34963186807 1304.47694781093 1483.67633978127 1561.70384562285 1656.59536202046 1849.38811408389 2063.82501893918 2157.75327272036 2322.49417006922 2739.42371416801 1090.37467416021 1190.26810824493 1260.86369578234 1399.01776825802 1520.18990755698 1725.28393148895 1774.0952840806  1842.31522031865 2020.18256913873 2228.11993559257 2324.45143197014 2995.6342519894  172.831507913051 164.7395521918   102.719542298236 108.207405586091 126.773684116989 150.335735330058 105.170177231731 105.249265597864 95.77004986973   179.740900401316 190.909455786033 148.161871476287 -265.73043958034 -1530.1859540469 248.329223959638 310.919315302445 277.707682908745 401.345681798917 521.206672528969 546.405526353804 630.588467911746 676.391666525761 731.169508971738 861.161508586073 5010.22532952978 5080.35857766397 5154.13816578253 5448.6084605667  5132.15999201265 5017.80989276582 5067.78528688424 4943.49284787701 4918.572766541   4624.49964718982 4689.30538882913 5008.01585649213 4834.6666145594  4755.23885883551 4902.08319426718 4846.2669106416  4582.97479392033 4490.96998782222 4138.36630939045 4064.59941416266 3662.83134449818 3774.32747997003 3714.59595402049 3623.03677184456 3207.47414669684 3167.59905285372 3287.47946116053 3555.97663099952 3743.41905499939 3853.34961501889 4034.66213198848 3826.33774342053 4063.95402481248 4504.94051982397 4881.81085307374 4633.47341191705 3246.57531200587 3457.8857149701  3452.60310771209 3749.18693551062 3726.31576201694 4065.70216940387 3981.67007891655 4313.89037174759 4603.1249524111  4950.69657827657 4595.1352959014  4891.29770907405
 60.143025        969.927821160096 1110.4335385112  1184.09615028354 1252.33151575573 1447.37095754369 1563.43137021409 1668.61707966351 1936.69051180777 1949.36996842527 2244.85008049078 2299.78833705815 2754.36056928683 1083.55984336511 1132.2416372933  1281.64005827574 1379.18627523608 1500.3367815914  1668.1372645954  1653.81765325536 2014.26469835333 2083.78656354452 2184.31668462748 2242.51351997184 2946.76591005722 161.085673549515 133.850881246284 200.661424684908 99.65146672609   118.885541135435 32.2148004278696 118.52512279819  100.802107318069 211.35459629114  136.167354245515 113.131527356739 134.692606429317 348.771194029927 -1004.1845095420 124.164611979819 103.639774120749 251.343044914509 413.09237142014  586.357488185663 589.179695814482 594.87552435653  612.777102958363 706.406216232254 893.954063714865 5108.09342631156 5145.65068045516 5218.42494043215 4868.66472462792 5109.84656082562 5001.73472719654 4917.90011827602 4850.81188446411 4680.49550036843 4847.40735973632 4850.57784145082 5266.78885208133 4591.81017845741 4635.23703847061 5074.27878999904 4493.40505616065 4233.36120509097 4369.86520869113 4242.06123941608 4240.59224401937 3882.78445727738 3857.09788857337 3806.26627330551 3416.24625891538 3242.0851353523  3161.14936538542 3480.91649176338 3507.65071845723 3874.292656835   3818.30341877664 4134.22025776769 4187.91676940709 4108.17125565191 4376.69785304686 4597.26082174695 4541.04582382428 3091.69183946738 3469.89087015268 3432.51155381559 3784.93540769067 3852.07203870845 3814.43046017062 3986.42481359974 4118.24455750406 4618.15327059358 4869.16637427349 4678.18514703802 4712.67089547205
 60.14303         1198.03344287505 1231.93672984461 1218.60752748659 1249.8082817962  1459.47285010593 1634.26082741237 1921.07359041066 1881.45841814372 2022.03974320395 2197.08728728112 2296.54447693307 2688.63829736459 1146.25643641812 1140.94557694699 1273.84888271355 1530.62633726214 1571.2412232925  1604.18752193518 1804.16464590527 1911.40202233986 1986.8663055527  2304.04540424794 2522.82777577134 3147.1263505912  92.2886647374125 30.8886643994448 212.605556238769 128.842304757487 117.75866233846  69.7987317002173 122.420311717271 191.227534602353 211.35459629114  157.954134249149 81.3132869734242 159.706939024974 481.636413820099 -765.09297702344 55.1842749147584 214.682385720222 335.709924042862 368.063339771623 581.531493658755 516.049661439263 622.425498708686 656.917810024552 781.999488448576 858.309932867618 4849.21611490815 4903.13693892778 5068.17366194275 5155.05674154759 4955.50972527572 4947.88345234762 4965.36392441196 4985.3490022895  4885.64734833852 5023.73720795023 4707.91386523401 4924.29545470157 4638.13542628897 4689.30371133043 4799.49812730087 4631.8695446309  4354.96601231482 4538.06647332502 4396.03213882563 4020.60101488403 4032.47497731215 3726.32053790201 3763.17334239447 3528.88832238358 3299.96892969931 3196.05392689167 3402.84620416915 3668.73684780363 3810.4784101562  3861.96739416371 4089.54667586905 4127.84074856014 4264.94079090856 4476.99014355261 4709.8950810029  4779.45728292088 3208.26202637049 3320.53054706634 3460.76517693924 3712.18445869132 3939.9899641236  3899.69968637569 3854.24133208896 4360.38026488132 4036.56348405042 5050.34435965607 4524.86176220824 4723.83524167138
 60.143035        973.761533512214 1159.03478925026 1273.34963186807 1317.93385337353 1498.19840404156 1701.63523542818 1800.85626723246 1836.91628084114 1985.70485581461 2168.99158709207 2361.41870977344 2754.36056928683 1048.12265668034 1138.7696141686  1179.05690715964 1361.15772524245 1483.31961864489 1587.85980791376 1677.87303259914 1960.53049818046 2023.21128676323 2377.05052546811 2466.76492461144 3024.9551974957  135.916039457734 77.2216642716475 97.9418914991962 125.3192756266   112.124276950857 69.7987317002173 116.855752479701 96.354960347809  79.2579736091774 206.974382331593 243.939854177201 157.782770886943 215.905974239755 669.456354895518 -27.592137457379 318.322166900772 268.919479183713 417.00794458488  513.967680738607 558.823873007878 615.28294736418  628.356164387871 725.956171624268 862.587252935036 4969.18358366509 5058.59441689017 4993.4217766496  5176.53628483946 4827.20568007861 4924.5750313254  5016.99115098369 4767.09994058946 4797.0015873435  4774.21403706472 4602.46646324423 4330.63992288992 4781.32249363773 4786.88790992672 4935.05683801276 4564.87084483088 4035.75362529143 4353.0453286127  4147.79336530241 4160.97645830461 4075.24343095918 3759.42902466052 3785.8950487349  3614.63077022732 3217.91723295617 3246.13459411879 3351.95847136148 3619.40440657343 3742.69799802175 3744.76419516087 4106.13980070353 4202.51475531594 4184.54618260688 4416.15704250238 4591.33241719215 4597.19349896237 3321.02810994732 3445.52712217085 3440.67362304275 3794.34273919687 3689.59064437842 3981.34004849069 3975.96393296717 4304.20507586865 4334.12095540211 4506.80957415144 4638.94178630213 4709.87989409682
 60.14304         1084.93901623291 1138.96036800836 1279.29992692288 1301.9537138514  1391.70287220058 1625.62309901646 1690.25620077054 1849.38811408389 1878.51669407143 2146.51495834865 2205.72074893397 2667.7265907988  1039.94487636379 1151.82556791922 1223.85588925209 1339.52339922839 1513.09956724928 1677.66173675944 1674.86613312199 1889.90826730775 1977.77996782095 2286.52403256871 2496.95245172089 3195.99469252338 198.001142004832 223.084815169283 112.274843896315 103.677794509382 90.7136141974173 107.382668092899 107.952461095879 108.214026474859 214.657016582267 161.585255015443 169.697291035109 100.057359742878 215.905974239755 -621.63802103032 110.368549829517 236.890912275997 309.345286048626 401.345681798917 436.751878764643 596.078786646287 600.997720120044 620.566653482666 729.866194521871 851.181124102275 4947.08459706568 5058.59441689017 4944.08552505624 4696.82968927353 4760.26447858168 5127.11991977553 4882.09429594428 4997.30769500717 4898.31085181349 4681.05830839954 4797.85414045593 4832.9637272236  4605.84826735605 4651.06156401622 4751.86972954731 4319.20740073909 4240.96138957285 4171.38774927446 4113.22813291234 4077.17016616861 4075.24343095918 3766.05056035363 3571.21465323377 3549.06313671425 3382.02062644246 3138.76478543528 3364.91761067419 3787.53795729712 3876.81635625676 3816.57986294767 4080.61208413486 4275.50441071446 4285.03968832586 4310.93240348913 4561.69184169422 4711.21602228051 3194.94739937531 3419.75100299108 3496.55332437914 3687.09762888497 3743.75110915509 3911.49205517024 4000.68901764929 4286.77107037173 4299.55630054375 4475.1035372904  4608.82468489596 4722.43974098377
 60.143045        1056.1862613374  1196.01402700267 1188.85634274719 1293.5431735414  1493.35776519632 1535.79055499537 1680.63879730656 1926.00033795859 1991.15502239266 2185.84897290941 2419.80542034107 2691.62563192187 1005.87063920046 1139.49493509473 1203.72877817981 1404.42626723439 1490.4101320566  1679.02235191278 1668.85233416769 1952.85410355259 2047.44139747575 2301.12523504573 2622.01581606591 2951.65268459743 127.52616142714  135.566920703059 50.165356171227  119.783082604068 127.337123515477 64.4296008557393 102.387901858309 88.9430411910188 148.608698942515 206.974382331593 194.444807587092 92.3606431503781 747.366853400444 -765.09297702344 538.046660683733 292.412214545833 304.072347722122 362.19000989751  533.271622027384 589.179695814482 617.323658526164 640.040470364777 745.506206564283 815.537080275557 5291.20201290835 4957.54715109717 4996.41180826204 5169.37658274002 5106.12765562778 5054.78226338951 4907.07522514299 4985.3490022895  4997.08772475604 4604.53805343557 4720.31926378211 4543.74682247508 4845.89715422199 4608.86304385743 4572.34630958385 4426.40608374444 4149.75824803341 4336.22503789267 4176.07376589374 4202.87947649631 3971.37660038943 3779.29363173987 3669.15292390501 3312.01040228907 3169.28277122309 3305.32070247762 3440.459037285   3542.88831693284 3783.43842141591 3700.52542063748 3991.26492033759 4041.93773275579 4116.21061834532 4284.62614338693 4855.1342989437  4775.1382958758  3228.36969501975 3456.82643657164 3485.87954266783 3589.88731174127 3876.55557122174 3784.49554261579 4014.00273909177 4302.26801669286 4467.87155634215 4724.22354364375 4622.51407389053 4894.08871044928
